participantID, age, gender, education, IUIPC, ownership, data, device, recipient, likert
1054, 40, Male, Bachelors, 68, No, " when you were happy or having fun ", cubetastic3000, appserver, 5 
1054, 40, Male, Bachelors, 68, No, " recorded your phone conversations ", cubetastic3000, public, 5 
1054, 40, Male, Bachelors, 68, No, " a photo of you intoxicated ", cubetastic3000, public, 5 
1054, 40, Male, Bachelors, 68, No, " where you work somehow (looking at your map settings or history or observing documents and commutes) ", cubetastic3000, public, 5 
1054, 40, Male, Bachelors, 68, No, " your name ", cubetastic3000, appserver, 5 
1054, 40, Male, Bachelors, 68, No, " your social security number ", cubetastic3000, appserver, 5 
1959, 22, Male, Somecollege, 70, No, "vibration", smartphone, noone, 1 
1959, 22, Male, Somecollege, 70, No, "unmuted a call", smartphone, noone, 3 
1959, 22, Male, Somecollege, 70, No, " how you were feeling based on heart rate, breathing, and/or temperature ", cubetastic3000, friends, 5 
1959, 22, Male, Somecollege, 70, No, " how you were feeling based on heart rate, breathing, and/or temperature ", cubetastic3000, public, 5 
1959, 22, Male, Somecollege, 70, No, " copied and uploaded sounds saved on your device (notification noises, etc.) ", cubetastic3000, public, 5 
1959, 22, Male, Somecollege, 70, No, " shared photos others sent to you saved on your device ", cubetastic3000, work, 5 
1959, 22, Male, Somecollege, 70, No, " photos at work (with an outward-facing camera) ", cubetastic3000, friends, 5 
1959, 22, Male, Somecollege, 70, No, " how much you use your phone ", cubetastic3000, public, 5 
1471, 55, Male, Somecollege, 53, No, "took screenshots while using other apps", smartphone, noone, 4 
1471, 55, Male, Somecollege, 53, No, "sent premium texts or calls", smartphone, noone, 5 
1471, 55, Male, Somecollege, 53, No, " when you were lying, nervous, or stressed ", cubetastic3000, appserver, 5 
1471, 55, Male, Somecollege, 53, No, " when, how, and how much you exercise ", cubetastic3000, public, 4 
1471, 55, Male, Somecollege, 53, No, " recorded your work conversations ", cubetastic3000, public, 5 
1471, 55, Male, Somecollege, 53, No, " a photo of you intoxicated ", cubetastic3000, work, 5 
1471, 55, Male, Somecollege, 53, No, " where you are very accurately (more than GPS, like where you are in a room) ", cubetastic3000, work, 5 
1022, 22, Male, Bachelors, 59, No, "vibration", smartphone, noone, 1 
1022, 22, Male, Bachelors, 59, No, "unmuted a call", smartphone, noone, 3 
1022, 22, Male, Bachelors, 59, No, " your age ", cubetastic3000, appserver, 3 
1022, 22, Male, Bachelors, 59, No, " shared photos you downloaded from the internet saved on your device ", cubetastic3000, friends, 5 
1022, 22, Male, Bachelors, 59, No, " photos at work (with an outward-facing camera) ", cubetastic3000, work, 5 
1022, 22, Male, Bachelors, 59, No, " a photo of you off-guard ", cubetastic3000, work, 5 
1022, 22, Male, Bachelors, 59, No, " an incriminating video of you doing something embarrassing ", cubetastic3000, appserver, 5 
1022, 22, Male, Bachelors, 59, No, " your name ", cubetastic3000, public, 5 
631, 33, None, Highschool, 62, No, "connected to a bluetooth device", smartphone, noone, 3 
631, 33, None, Highschool, 62, No, "sent premium texts or calls", smartphone, noone, 5 
631, 33, None, Highschool, 62, No, " your heart rate ", cubetastic3000, public, 1 
631, 33, None, Highschool, 62, No, " your heart rate ", cubetastic3000, appserver, 1 
631, 33, None, Highschool, 62, No, " when, how, and how much you exercise ", cubetastic3000, work, 3 
631, 33, None, Highschool, 62, No, " shared videos you downloaded on the internet saved on your device ", cubetastic3000, appserver, 5 
631, 33, None, Highschool, 62, No, " how much you use your phone ", cubetastic3000, public, 3 
2303, 37, Male, Somecollege, 68, No, "took screenshots while using other apps", smartphone, noone, 4 
2303, 37, Male, Somecollege, 68, No, "sent premium texts or calls", smartphone, noone, 5 
2303, 37, Male, Somecollege, 68, No, " when you were lying, nervous, or stressed ", cubetastic3000, public, 5 
2303, 37, Male, Somecollege, 68, No, " when, how much, and what you are eating ", cubetastic3000, appserver, 3 
2303, 37, Male, Somecollege, 68, No, " copied and uploaded audio recordings you made on your device ", cubetastic3000, friends, 5 
2303, 37, Male, Somecollege, 68, No, " shared photos others sent to you saved on your device ", cubetastic3000, appserver, 4 
2303, 37, Male, Somecollege, 68, No, " where you are very accurately (more than GPS, like where you are in a room) ", cubetastic3000, friends, 5 
2303, 37, Male, Somecollege, 68, No, " where you are currently going (by observing maps, etc.) ", cubetastic3000, work, 5 
1214, 49, Female, Somecollege, 61, No, "vibration", smartphone, noone, 3 
1214, 49, Female, Somecollege, 61, No, "connected to a bluetooth device", smartphone, noone, 5 
1214, 49, Female, Somecollege, 61, No, " your age ", cubetastic3000, appserver, 5 
1214, 49, Female, Somecollege, 61, No, " who you were spending time with ", cubetastic3000, appserver, 5 
1214, 49, Female, Somecollege, 61, No, " recorded your work conversations ", cubetastic3000, friends, 5 
1214, 49, Female, Somecollege, 61, No, " recorded your work conversations ", cubetastic3000, appserver, 5 
1214, 49, Female, Somecollege, 61, No, " what television shows you watch ", cubetastic3000, appserver, 3 
1214, 49, Female, Somecollege, 61, No, " your username and password for websites ", cubetastic3000, public, 5 
2147, 65, Female, Bachelors, 63, No, "connected to a bluetooth device", smartphone, noone, 3 
2147, 65, Female, Bachelors, 63, No, "sent premium texts or calls", smartphone, noone, 5 
2147, 65, Female, Bachelors, 63, No, " when and how well you are sleeping ", cubetastic3000, work, 5 
2147, 65, Female, Bachelors, 63, No, " when you are busy or interruptible ", cubetastic3000, friends, 5 
2147, 65, Female, Bachelors, 63, No, " when you were happy or having fun ", cubetastic3000, appserver, 4 
2147, 65, Female, Bachelors, 63, No, " copied and uploaded audio recordings you made on your device ", cubetastic3000, appserver, 4 
2147, 65, Female, Bachelors, 63, No, " shared photos you which are already on your device ", cubetastic3000, work, 5 
2147, 65, Female, Bachelors, 63, No, " your username and password for websites ", cubetastic3000, work, 5 
1577, 18, Male, Highschool, 51, No, "vibration", smartphone, noone, 2 
1577, 18, Male, Highschool, 51, No, "connected to a bluetooth device", smartphone, noone, 2 
1577, 18, Male, Highschool, 51, No, " the language you were speaking ", cubetastic3000, friends, 2 
1577, 18, Male, Highschool, 51, No, " your heart rate ", cubetastic3000, friends, 4 
1577, 18, Male, Highschool, 51, No, " recorded the sound around you ", cubetastic3000, public, 4 
1577, 18, Male, Highschool, 51, No, " videos of you (with an inward-facing camera) at random ", cubetastic3000, work, 5 
1577, 18, Male, Highschool, 51, No, " a video of you off-guard ", cubetastic3000, friends, 5 
1577, 18, Male, Highschool, 51, No, " a video of you entering in a digital passcode to a locked door ", cubetastic3000, friends, 5 
2170, 27, Female, Bachelors, 68, No, "took screenshots while using other apps", smartphone, noone, 5 
2170, 27, Female, Bachelors, 68, No, "sent premium texts or calls", smartphone, noone, 5 
2170, 27, Female, Bachelors, 68, No, " what medical conditions you have ", cubetastic3000, appserver, 3 
2170, 27, Female, Bachelors, 68, No, " when you are busy or interruptible ", cubetastic3000, appserver, 2 
2170, 27, Female, Bachelors, 68, No, " shared photos you downloaded from the internet saved on your device ", cubetastic3000, appserver, 4 
2170, 27, Female, Bachelors, 68, No, " photos at work (with an outward-facing camera) ", cubetastic3000, work, 5 
2170, 27, Female, Bachelors, 68, No, " a video of you intoxicated ", cubetastic3000, public, 5 
2170, 27, Female, Bachelors, 68, No, " a video of you entering in a digital passcode to a locked door ", cubetastic3000, appserver, 5 
1678, 28, Male, Bachelors, 69, No, "took screenshots while using other apps", smartphone, noone, 5 
1678, 28, Male, Bachelors, 69, No, "sent premium texts or calls", smartphone, noone, 5 
1678, 28, Male, Bachelors, 69, No, " your age ", cubetastic3000, appserver, 3 
1678, 28, Male, Bachelors, 69, No, " copied and uploaded audio recordings you made on your device ", cubetastic3000, public, 5 
1678, 28, Male, Bachelors, 69, No, " shared videos others sent you saved on your device ", cubetastic3000, work, 5 
1678, 28, Male, Bachelors, 69, No, " a video of you off-guard ", cubetastic3000, friends, 5 
1678, 28, Male, Bachelors, 69, No, " what television shows you watch ", cubetastic3000, work, 4 
1678, 28, Male, Bachelors, 69, No, " your social security number ", cubetastic3000, friends, 5 
1929, 25, Female, Bachelors, 70, No, "took screenshots while using other apps", smartphone, noone, 1 
1929, 25, Female, Bachelors, 70, No, "sent premium texts or calls", smartphone, noone, 5 
1929, 25, Female, Bachelors, 70, No, " when, how, and how much you exercise ", cubetastic3000, work, 5 
1929, 25, Female, Bachelors, 70, No, " when you are sick or healthy ", cubetastic3000, public, 5 
1929, 25, Female, Bachelors, 70, No, " shared photos others sent to you saved on your device ", cubetastic3000, public, 3 
1929, 25, Female, Bachelors, 70, No, " shared videos others sent you saved on your device ", cubetastic3000, friends, 3 
1929, 25, Female, Bachelors, 70, No, " a video of you intoxicated ", cubetastic3000, public, 5 
1929, 25, Female, Bachelors, 70, No, " a video of you entering in your PIN at an ATM ", cubetastic3000, friends, 5 
91, 62, Male, Bachelors, 70, No, "unmuted a call", smartphone, noone, 5 
91, 62, Male, Bachelors, 70, No, "took screenshots while using other apps", smartphone, noone, 5 
91, 62, Male, Bachelors, 70, No, " when, how much, and what you are eating ", cubetastic3000, work, 5 
91, 62, Male, Bachelors, 70, No, " recorded your phone conversations ", cubetastic3000, public, 5 
91, 62, Male, Bachelors, 70, No, " photos of people (with an outward-facing camera) at random ", cubetastic3000, friends, 5 
91, 62, Male, Bachelors, 70, No, " videos of people (with an outward-facing camera) at random ", cubetastic3000, appserver, 1 
91, 62, Male, Bachelors, 70, No, " a video of you entering in your PIN at an ATM ", cubetastic3000, appserver, 5 
91, 62, Male, Bachelors, 70, No, " what medication you take ", cubetastic3000, appserver, 4 
1375, 42, Female, Masters, 68, Yes, "connected to a bluetooth device", smartphone, noone, 2 
1375, 42, Female, Masters, 68, Yes, "sent premium texts or calls", smartphone, noone, 5 
1375, 42, Female, Masters, 68, Yes, " when, how, and how much you exercise ", cubetastic3000, public, 5 
1375, 42, Female, Masters, 68, Yes, " shared videos you which are already on your device ", cubetastic3000, appserver, 3 
1375, 42, Female, Masters, 68, Yes, " what products you buy ", cubetastic3000, appserver, 4 
1375, 42, Female, Masters, 68, Yes, " your username and password for websites ", cubetastic3000, friends, 5 
1375, 42, Female, Masters, 68, Yes, " your username and password for websites ", cubetastic3000, public, 5 
1375, 42, Female, Masters, 68, Yes, " how much debt you have ", cubetastic3000, friends, 5 
44, 33, Female, Bachelors, 70, No, "connected to a bluetooth device", smartphone, noone, 3 
44, 33, Female, Bachelors, 70, No, "took screenshots while using other apps", smartphone, noone, 5 
44, 33, Female, Bachelors, 70, No, "took screenshots while using other apps", cubetastic3000, noone, 5 
44, 33, Female, Bachelors, 70, No, " the language you were speaking ", cubetastic3000, public, 2 
44, 33, Female, Bachelors, 70, No, " copied and uploaded music from your device ", cubetastic3000, work, 3 
44, 33, Female, Bachelors, 70, No, " copied and uploaded music from your device ", cubetastic3000, public, 5 
44, 33, Female, Bachelors, 70, No, " what products you buy ", cubetastic3000, friends, 5 
44, 33, Female, Bachelors, 70, No, " your name ", cubetastic3000, appserver, 4 
57, 31, Male, Highschool, 61, No, "connected to a bluetooth device", smartphone, noone, 1 
57, 31, Male, Highschool, 61, No, "unmuted a call", smartphone, noone, 3 
57, 31, Male, Highschool, 61, No, " when you are sick or healthy ", cubetastic3000, appserver, 1 
57, 31, Male, Highschool, 61, No, " shared videos you downloaded on the internet saved on your device ", cubetastic3000, public, 5 
57, 31, Male, Highschool, 61, No, " videos of you (with an inward-facing camera) at random ", cubetastic3000, public, 5 
57, 31, Male, Highschool, 61, No, " videos at work (with an outward-facing camera) ", cubetastic3000, work, 5 
57, 31, Male, Highschool, 61, No, " an incriminating video of you doing something embarrassing ", cubetastic3000, appserver, 5 
57, 31, Male, Highschool, 61, No, " a video of you entering in your PIN at an ATM ", cubetastic3000, appserver, 5 
663, 30, Female, Bachelors, 54, No, "vibration", smartphone, noone, 2 
663, 30, Female, Bachelors, 54, No, "took screenshots while using other apps", smartphone, noone, 4 
663, 30, Female, Bachelors, 54, No, " your fingerprint somehow ", cubetastic3000, work, 2 
663, 30, Female, Bachelors, 54, No, " a photo of you intoxicated ", cubetastic3000, friends, 5 
663, 30, Female, Bachelors, 54, No, " where you work somehow (looking at your map settings or history or observing documents and commutes) ", cubetastic3000, work, 3 
663, 30, Female, Bachelors, 54, No, " how much you use your computer ", cubetastic3000, appserver, 2 
663, 30, Female, Bachelors, 54, No, " what products you buy ", cubetastic3000, friends, 4 
663, 30, Female, Bachelors, 54, No, " what products you buy ", cubetastic3000, public, 5 
2028, 26, Male, Highschool, 66, No, "unmuted a call", smartphone, noone, 3 
2028, 26, Male, Highschool, 66, No, "took screenshots while using other apps", smartphone, noone, 4 
2028, 26, Male, Highschool, 66, No, " your fingerprint somehow ", cubetastic3000, public, 5 
2028, 26, Male, Highschool, 66, No, " scanned your eye to learn your eye patterns (for eye tracking) ", cubetastic3000, public, 5 
2028, 26, Male, Highschool, 66, No, " who you were spending time with ", cubetastic3000, work, 4 
2028, 26, Male, Highschool, 66, No, " copied and uploaded audio recordings you made on your device ", cubetastic3000, public, 4 
2028, 26, Male, Highschool, 66, No, " recorded your phone conversations ", cubetastic3000, appserver, 5 
2028, 26, Male, Highschool, 66, No, " a photo of you off-guard ", cubetastic3000, public, 5 
1004, 28, Female, Bachelors, 69, Yes, "connected to a bluetooth device", smartphone, noone, 4 
1004, 28, Female, Bachelors, 69, Yes, "unmuted a call", smartphone, noone, 4 
1004, 28, Female, Bachelors, 69, Yes, " when you are sick or healthy ", cubetastic3000, appserver, 4 
1004, 28, Female, Bachelors, 69, Yes, " recorded your phone conversations ", cubetastic3000, public, 5 
1004, 28, Female, Bachelors, 69, Yes, " recorded the sound around you ", cubetastic3000, public, 5 
1004, 28, Female, Bachelors, 69, Yes, " photos of people (with an outward-facing camera) at random ", cubetastic3000, public, 4 
1004, 28, Female, Bachelors, 69, Yes, " photos of you (with an inward-facing camera) at home ", cubetastic3000, public, 5 
1004, 28, Female, Bachelors, 69, Yes, " how much you use your phone ", cubetastic3000, appserver, 3 
71, 44, Male, Masters, 67, Yes, "vibration", smartphone, noone, 1 
71, 44, Male, Masters, 67, Yes, "unmuted a call", smartphone, noone, 2 
71, 44, Male, Masters, 67, Yes, " when and how well you are sleeping ", cubetastic3000, work, 4 
71, 44, Male, Masters, 67, Yes, " recorded the sound around you ", cubetastic3000, public, 5 
71, 44, Male, Masters, 67, Yes, " a video of you unclothed ", cubetastic3000, friends, 5 
71, 44, Male, Masters, 67, Yes, " a video of you entering in your PIN at an ATM ", cubetastic3000, public, 5 
71, 44, Male, Masters, 67, Yes, " how much you use your phone ", cubetastic3000, appserver, 3 
71, 44, Male, Masters, 67, Yes, " your name ", cubetastic3000, public, 5 
1254, 51, Male, Highschool, 70, No, "vibration", smartphone, noone, 1 
1254, 51, Male, Highschool, 70, No, "connected to a bluetooth device", smartphone, noone, 2 
1254, 51, Male, Highschool, 70, No, " your fingerprint somehow ", cubetastic3000, public, 5 
1254, 51, Male, Highschool, 70, No, " how you were feeling based on heart rate, breathing, and/or temperature ", cubetastic3000, friends, 5 
1254, 51, Male, Highschool, 70, No, " recorded your work conversations ", cubetastic3000, friends, 5 
1254, 51, Male, Highschool, 70, No, " a photo of you unclothed ", cubetastic3000, work, 5 
1254, 51, Male, Highschool, 70, No, " your name ", cubetastic3000, appserver, 3 
1254, 51, Male, Highschool, 70, No, " how much debt you have ", cubetastic3000, public, 5 
1303, 35, Male, Somecollege, 58, No, "vibration", smartphone, noone, 4 
1303, 35, Male, Somecollege, 58, No, "sent premium texts or calls", smartphone, noone, 5 
1303, 35, Male, Somecollege, 58, No, " your age ", cubetastic3000, friends, 3 
1303, 35, Male, Somecollege, 58, No, " recorded your passing conversations ", cubetastic3000, appserver, 3 
1303, 35, Male, Somecollege, 58, No, " shared photos you which are already on your device ", cubetastic3000, appserver, 2 
1303, 35, Male, Somecollege, 58, No, " photos at work (with an outward-facing camera) ", cubetastic3000, public, 4 
1303, 35, Male, Somecollege, 58, No, " what television shows you watch ", cubetastic3000, appserver, 2 
1303, 35, Male, Somecollege, 58, No, " your name ", cubetastic3000, appserver, 2 
1640, 32, Female, Somecollege, 65, No, "vibration", smartphone, noone, 1 
1640, 32, Female, Somecollege, 65, No, "sent premium texts or calls", smartphone, noone, 5 
1640, 32, Female, Somecollege, 65, No, " when, how much, and what you are eating ", cubetastic3000, public, 5 
1640, 32, Female, Somecollege, 65, No, " copied and uploaded music from your device ", cubetastic3000, appserver, 1 
1640, 32, Female, Somecollege, 65, No, " an incriminating photo of you doing something embarrassing ", cubetastic3000, appserver, 4 
1640, 32, Female, Somecollege, 65, No, " videos of people (with an outward-facing camera) at random ", cubetastic3000, friends, 5 
1640, 32, Female, Somecollege, 65, No, " what websites you go to ", cubetastic3000, friends, 5 
642, 24, Female, Bachelors, 69, No, "connected to a bluetooth device", smartphone, noone, 5 
642, 24, Female, Bachelors, 69, No, "unmuted a call", smartphone, noone, 5 
642, 24, Female, Bachelors, 69, No, " the language you were speaking ", cubetastic3000, work, 5 
642, 24, Female, Bachelors, 69, No, " your fingerprint somehow ", cubetastic3000, appserver, 5 
642, 24, Female, Bachelors, 69, No, " shared videos you which are already on your device ", cubetastic3000, appserver, 5 
642, 24, Female, Bachelors, 69, No, " when and how much you spend time alone ", cubetastic3000, work, 5 
642, 24, Female, Bachelors, 69, No, " what television shows you watch ", cubetastic3000, public, 5 
642, 24, Female, Bachelors, 69, No, " your address ", cubetastic3000, appserver, 5 
126, 48, Male, Somecollege, 43, No, "unmuted a call", smartphone, noone, 5 
126, 48, Male, Somecollege, 43, No, "took screenshots while using other apps", smartphone, noone, 1 
126, 48, Male, Somecollege, 43, No, " your age ", cubetastic3000, work, 1 
126, 48, Male, Somecollege, 43, No, " when you are busy or interruptible ", cubetastic3000, friends, 1 
126, 48, Male, Somecollege, 43, No, " when you were happy or having fun ", cubetastic3000, appserver, 1 
126, 48, Male, Somecollege, 43, No, " recorded you talking to yourself (making voice notes) ", cubetastic3000, friends, 5 
126, 48, Male, Somecollege, 43, No, " a photo of you off-guard ", cubetastic3000, public, 1 
126, 48, Male, Somecollege, 43, No, " your username for websites ", cubetastic3000, work, 5 
481, 26, Male, Bachelors, 67, No, "vibration", smartphone, noone, 2 
481, 26, Male, Bachelors, 67, No, "unmuted a call", smartphone, noone, 5 
481, 26, Male, Bachelors, 67, No, " what medical conditions you have ", cubetastic3000, public, 5 
481, 26, Male, Bachelors, 67, No, " copied and uploaded music from your device ", cubetastic3000, work, 5 
481, 26, Male, Bachelors, 67, No, " recorded the sound around you ", cubetastic3000, friends, 5 
481, 26, Male, Bachelors, 67, No, " shared photos you downloaded from the internet saved on your device ", cubetastic3000, work, 5 
481, 26, Male, Bachelors, 67, No, " a video of you entering in your PIN at an ATM ", cubetastic3000, appserver, 5 
927, 46, Male, Bachelors, 47, No, "took screenshots while using other apps", smartphone, noone, 5 
927, 46, Male, Bachelors, 47, No, "sent premium texts or calls", smartphone, noone, 5 
927, 46, Male, Bachelors, 47, No, " when you are busy or interruptible ", cubetastic3000, public, 1 
927, 46, Male, Bachelors, 47, No, " photos of you (with an inward-facing camera) at random ", cubetastic3000, appserver, 1 
927, 46, Male, Bachelors, 47, No, " photos of people (with an outward-facing camera) at random ", cubetastic3000, work, 5 
927, 46, Male, Bachelors, 47, No, " a video of you intoxicated ", cubetastic3000, work, 5 
927, 46, Male, Bachelors, 47, No, " a video of you intoxicated ", cubetastic3000, public, 5 
927, 46, Male, Bachelors, 47, No, " how much debt you have ", cubetastic3000, friends, 5 
1205, 58, Female, Bachelors, 67, No, "unmuted a call", smartphone, noone, 5 
1205, 58, Female, Bachelors, 67, No, "sent premium texts or calls", smartphone, noone, 5 
1205, 58, Female, Bachelors, 67, No, " copied and uploaded music from your device ", cubetastic3000, appserver, 3 
1205, 58, Female, Bachelors, 67, No, " a photo of you unclothed ", cubetastic3000, work, 5 
1205, 58, Female, Bachelors, 67, No, " videos of you (with an inward-facing camera) at random ", cubetastic3000, public, 5 
1205, 58, Female, Bachelors, 67, No, " videos of you (with an inward-facing camera) at random ", cubetastic3000, appserver, 5 
1205, 58, Female, Bachelors, 67, No, " a picture of your signature ", cubetastic3000, work, 5 
1205, 58, Female, Bachelors, 67, No, " where you are (like a GPS) ", cubetastic3000, public, 5 
2320, 19, Male, Highschool, 58, Yes, "connected to a bluetooth device", smartphone, noone, 3 
2320, 19, Male, Highschool, 58, Yes, "took screenshots while using other apps", smartphone, noone, 3 
2320, 19, Male, Highschool, 58, Yes, " copied and uploaded music from your device ", cubetastic3000, public, 1 
2320, 19, Male, Highschool, 58, Yes, " videos of you (with an inward-facing camera) at home ", cubetastic3000, appserver, 5 
2320, 19, Male, Highschool, 58, Yes, " when and how much you spend time alone ", cubetastic3000, work, 5 
2320, 19, Male, Highschool, 58, Yes, " what television shows you watch ", cubetastic3000, work, 3 
2320, 19, Male, Highschool, 58, Yes, " your name ", cubetastic3000, work, 3 
2320, 19, Male, Highschool, 58, Yes, " your social security number ", cubetastic3000, appserver, 5 
473, 28, Male, Bachelors, 64, No, "took screenshots while using other apps", smartphone, noone, 4 
473, 28, Male, Bachelors, 64, No, "sent premium texts or calls", smartphone, noone, 5 
473, 28, Male, Bachelors, 64, No, " your age ", cubetastic3000, work, 5 
473, 28, Male, Bachelors, 64, No, " your gender ", cubetastic3000, appserver, 4 
473, 28, Male, Bachelors, 64, No, " the language you were speaking ", cubetastic3000, friends, 3 
473, 28, Male, Bachelors, 64, No, " when and how well you are sleeping ", cubetastic3000, friends, 5 
473, 28, Male, Bachelors, 64, No, " a video of you intoxicated ", cubetastic3000, appserver, 5 
473, 28, Male, Bachelors, 64, No, " your username and password for websites ", cubetastic3000, work, 5 
1787, 36, Male, Somecollege, 68, No, "unmuted a call", smartphone, noone, 5 
1787, 36, Male, Somecollege, 68, No, "sent premium texts or calls", smartphone, noone, 5 
1787, 36, Male, Somecollege, 68, No, "took screenshots while using other apps", cubetastic3000, noone, 4 
1787, 36, Male, Somecollege, 68, No, " copied and uploaded audio recordings you made on your device ", cubetastic3000, work, 5 
1787, 36, Male, Somecollege, 68, No, " recorded your work conversations ", cubetastic3000, friends, 5 
1787, 36, Male, Somecollege, 68, No, " photos at work (with an outward-facing camera) ", cubetastic3000, public, 5 
1787, 36, Male, Somecollege, 68, No, " your bank account information ", cubetastic3000, friends, 5 
1787, 36, Male, Somecollege, 68, No, " how much debt you have ", cubetastic3000, appserver, 2 
1619, 22, Male, Somecollege, 64, No, "vibration", smartphone, noone, 1 
1619, 22, Male, Somecollege, 64, No, "took screenshots while using other apps", smartphone, noone, 3 
1619, 22, Male, Somecollege, 64, No, " when you were lying, nervous, or stressed ", cubetastic3000, work, 5 
1619, 22, Male, Somecollege, 64, No, " recorded your phone conversations ", cubetastic3000, public, 5 
1619, 22, Male, Somecollege, 64, No, " an incriminating photo of you doing something embarrassing ", cubetastic3000, friends, 5 
1619, 22, Male, Somecollege, 64, No, " videos of people (with an outward-facing camera) at random ", cubetastic3000, appserver, 4 
1619, 22, Male, Somecollege, 64, No, " where you live somehow (looking at your map settings or history or observing documents and commutes) ", cubetastic3000, work, 5 
1619, 22, Male, Somecollege, 64, No, " where you work somehow (looking at your map settings or history or observing documents and commutes) ", cubetastic3000, appserver, 4 
966, 29, Male, Somecollege, 64, No, "vibration", smartphone, noone, 1 
966, 29, Male, Somecollege, 64, No, "sent premium texts or calls", smartphone, noone, 5 
966, 29, Male, Somecollege, 64, No, " your heart rate ", cubetastic3000, friends, 5 
966, 29, Male, Somecollege, 64, No, " copied and uploaded music from your device ", cubetastic3000, appserver, 2 
966, 29, Male, Somecollege, 64, No, " recorded your phone conversations ", cubetastic3000, appserver, 5 
966, 29, Male, Somecollege, 64, No, " shared photos you which are already on your device ", cubetastic3000, public, 5 
966, 29, Male, Somecollege, 64, No, " your name ", cubetastic3000, friends, 5 
966, 29, Male, Somecollege, 64, No, " your username for websites ", cubetastic3000, friends, 5 
2373, 20, Male, Somecollege, 56, Yes, "vibration", smartphone, noone, 4 
2373, 20, Male, Somecollege, 56, Yes, "took screenshots while using other apps", smartphone, noone, 4 
2373, 20, Male, Somecollege, 56, Yes, " the language you were speaking ", cubetastic3000, work, 4 
2373, 20, Male, Somecollege, 56, Yes, " recorded the sound around you ", cubetastic3000, public, 2 
2373, 20, Male, Somecollege, 56, Yes, " shared videos you which are already on your device ", cubetastic3000, friends, 2 
2373, 20, Male, Somecollege, 56, Yes, " where you are (like a GPS) ", cubetastic3000, work, 4 
2373, 20, Male, Somecollege, 56, Yes, " how much you use your phone ", cubetastic3000, public, 4 
2373, 20, Male, Somecollege, 56, Yes, " how much you use your computer ", cubetastic3000, work, 4 
1163, 24, Female, Somecollege, 62, No, "vibration", smartphone, noone, 4 
1163, 24, Female, Somecollege, 62, No, "sent premium texts or calls", smartphone, noone, 5 
1163, 24, Female, Somecollege, 62, No, " when you were lying, nervous, or stressed ", cubetastic3000, public, 5 
1163, 24, Female, Somecollege, 62, No, " recorded your phone conversations ", cubetastic3000, friends, 5 
1163, 24, Female, Somecollege, 62, No, " videos of you (with an inward-facing camera) at home ", cubetastic3000, friends, 5 
1163, 24, Female, Somecollege, 62, No, " an incriminating video of you doing something embarrassing ", cubetastic3000, public, 5 
1163, 24, Female, Somecollege, 62, No, " your address ", cubetastic3000, appserver, 5 
1163, 24, Female, Somecollege, 62, No, " how much debt you have ", cubetastic3000, public, 5 
699, 25, Female, Bachelors, 63, No, "vibration", smartphone, noone, 1 
699, 25, Female, Bachelors, 63, No, "sent premium texts or calls", smartphone, noone, 5 
699, 25, Female, Bachelors, 63, No, " your age ", cubetastic3000, friends, 1 
699, 25, Female, Bachelors, 63, No, " what medical conditions you have ", cubetastic3000, public, 5 
699, 25, Female, Bachelors, 63, No, " shared photos others sent to you saved on your device ", cubetastic3000, work, 5 
699, 25, Female, Bachelors, 63, No, " a photo of you intoxicated ", cubetastic3000, friends, 3 
699, 25, Female, Bachelors, 63, No, " shared videos others sent you saved on your device ", cubetastic3000, appserver, 3 
699, 25, Female, Bachelors, 63, No, " your address ", cubetastic3000, appserver, 4 
1017, 25, Male, Highschool, 60, No, "connected to a bluetooth device", smartphone, noone, 4 
1017, 25, Male, Highschool, 60, No, "took screenshots while using other apps", smartphone, noone, 3 
1017, 25, Male, Highschool, 60, No, " when you are sick or healthy ", cubetastic3000, public, 5 
1017, 25, Male, Highschool, 60, No, " shared photos others sent to you saved on your device ", cubetastic3000, friends, 5 
1017, 25, Male, Highschool, 60, No, " photos at work (with an outward-facing camera) ", cubetastic3000, appserver, 5 
1017, 25, Male, Highschool, 60, No, " videos of you (with an inward-facing camera) at random ", cubetastic3000, friends, 5 
1017, 25, Male, Highschool, 60, No, " videos of people (with an outward-facing camera) at random ", cubetastic3000, friends, 5 
1017, 25, Male, Highschool, 60, No, " your address ", cubetastic3000, appserver, 5 
2075, 21, Male, Somecollege, 63, No, "unmuted a call", smartphone, noone, 5 
2075, 21, Male, Somecollege, 63, No, "took screenshots while using other apps", smartphone, noone, 5 
2075, 21, Male, Somecollege, 63, No, " scanned your eye to learn your eye patterns (for eye tracking) ", cubetastic3000, friends, 5 
2075, 21, Male, Somecollege, 63, No, " when and how well you are sleeping ", cubetastic3000, friends, 5 
2075, 21, Male, Somecollege, 63, No, " when, how, and how much you exercise ", cubetastic3000, appserver, 5 
2075, 21, Male, Somecollege, 63, No, " when you were happy or having fun ", cubetastic3000, public, 5 
2075, 21, Male, Somecollege, 63, No, " a photo of you unclothed ", cubetastic3000, work, 5 
2075, 21, Male, Somecollege, 63, No, " your bank account information ", cubetastic3000, work, 5 
300, 23, Male, Somecollege, 70, No, "vibration", smartphone, noone, 1 
300, 23, Male, Somecollege, 70, No, "took screenshots while using other apps", smartphone, noone, 1 
300, 23, Male, Somecollege, 70, No, " your gender ", cubetastic3000, public, 5 
