participantID, age, gender, education, IUIPC, data, device, recipient, likert
1064, 24, Other, Masters, 70, " your fingerprint somehow ", cubetastic3000, appserver, 5 
1064, 24, Other, Masters, 70, " who you were spending time with ", cubetastic3000, friends, 5 
1064, 24, Other, Masters, 70, " shared photos you which are already on your device ", cubetastic3000, friends, 5 
1064, 24, Other, Masters, 70, " a photo of you intoxicated ", cubetastic3000, friends, 5 
1064, 24, Other, Masters, 70, " videos of people (with an outward-facing camera) at random ", cubetastic3000, public, 5 
120, 30, Male, Bachelors, 62, "unmuted a call", smartphone, noone, 4 
120, 30, Male, Bachelors, 62, "sent premium texts or calls", smartphone, noone, 5 
120, 30, Male, Bachelors, 62, " your gender ", cubetastic3000, public, 2 
120, 30, Male, Bachelors, 62, " copied and uploaded audio recordings you made on your device ", cubetastic3000, friends, 5 
120, 30, Male, Bachelors, 62, " recorded your passing conversations ", cubetastic3000, appserver, 4 
120, 30, Male, Bachelors, 62, " a video of you intoxicated ", cubetastic3000, work, 5 
120, 30, Male, Bachelors, 62, " where you work somehow (looking at your map settings or history or observing documents and commutes) ", cubetastic3000, appserver, 4 
1049, 48, Female, Somecollege, 59, "connected to a bluetooth device", smartphone, noone, 4 
1049, 48, Female, Somecollege, 59, "sent premium texts or calls", smartphone, noone, 5 
1049, 48, Female, Somecollege, 59, " when you are busy or interruptible ", cubetastic3000, appserver, 4 
1049, 48, Female, Somecollege, 59, " recorded your passing conversations ", cubetastic3000, friends, 5 
1049, 48, Female, Somecollege, 59, " an incriminating photo of you doing something embarrassing ", cubetastic3000, work, 5 
1049, 48, Female, Somecollege, 59, " your social security number ", cubetastic3000, work, 5 
1049, 48, Female, Somecollege, 59, " your bank account information ", cubetastic3000, friends, 5 
1049, 48, Female, Somecollege, 59, " your bank account information ", cubetastic3000, work, 5 
1440, 29, Male, Somecollege, 48, "vibration", smartphone, noone, 1 
1440, 29, Male, Somecollege, 48, "connected to a bluetooth device", smartphone, noone, 5 
1440, 29, Male, Somecollege, 48, " your fingerprint somehow ", cubetastic3000, public, 1 
1440, 29, Male, Somecollege, 48, " when and how well you are sleeping ", cubetastic3000, friends, 1 
1440, 29, Male, Somecollege, 48, " recorded your passing conversations ", cubetastic3000, public, 5 
1440, 29, Male, Somecollege, 48, " a picture of your signature ", cubetastic3000, work, 5 
1440, 29, Male, Somecollege, 48, " a video of you entering in your PIN at an ATM ", cubetastic3000, public, 5 
1440, 29, Male, Somecollege, 48, " your bank account information ", cubetastic3000, public, 5 
1229, 24, Male, Bachelors, 66, "vibration", smartphone, noone, 3 
1229, 24, Male, Bachelors, 66, "sent premium texts or calls", smartphone, noone, 5 
1229, 24, Male, Bachelors, 66, " when you were happy or having fun ", cubetastic3000, friends, 4 
1229, 24, Male, Bachelors, 66, " photos of you (with an inward-facing camera) at home ", cubetastic3000, work, 5 
1229, 24, Male, Bachelors, 66, " shared videos others sent you saved on your device ", cubetastic3000, work, 5 
1229, 24, Male, Bachelors, 66, " a picture of your signature ", cubetastic3000, work, 5 
1229, 24, Male, Bachelors, 66, " where you work somehow (looking at your map settings or history or observing documents and commutes) ", cubetastic3000, friends, 5 
1229, 24, Male, Bachelors, 66, " how much you use your phone ", cubetastic3000, public, 5 
1360, 21, Female, Somecollege, 62, "vibration", smartphone, noone, 4 
1360, 21, Female, Somecollege, 62, "unmuted a call", smartphone, noone, 5 
1360, 21, Female, Somecollege, 62, " when, how, and how much you exercise ", cubetastic3000, work, 5 
1360, 21, Female, Somecollege, 62, " copied and uploaded sounds saved on your device (notification noises, etc.) ", cubetastic3000, public, 5 
1360, 21, Female, Somecollege, 62, " an incriminating photo of you doing something embarrassing ", cubetastic3000, friends, 5 
1360, 21, Female, Somecollege, 62, " shared videos you downloaded on the internet saved on your device ", cubetastic3000, work, 5 
1360, 21, Female, Somecollege, 62, " videos of people (with an outward-facing camera) at random ", cubetastic3000, work, 5 
1360, 21, Female, Somecollege, 62, " what medication you take ", cubetastic3000, friends, 5 
1217, 21, Female, Highschool, 62, "unmuted a call", smartphone, noone, 5 
1217, 21, Female, Highschool, 62, "sent premium texts or calls", smartphone, noone, 5 
1217, 21, Female, Highschool, 62, " shared videos you which are already on your device ", cubetastic3000, work, 5 
1217, 21, Female, Highschool, 62, " an incriminating video of you doing something embarrassing ", cubetastic3000, friends, 5 
1217, 21, Female, Highschool, 62, " a video of you entering in your PIN at an ATM ", cubetastic3000, work, 5 
1217, 21, Female, Highschool, 62, " where you are very accurately (more than GPS, like where you are in a room) ", cubetastic3000, public, 5 
1217, 21, Female, Highschool, 62, " where you are currently going (by observing maps, etc.) ", cubetastic3000, friends, 3 
1217, 21, Female, Highschool, 62, " how much money you have ", cubetastic3000, appserver, 3 
430, 38, Male, Bachelors, 52, "vibration", smartphone, noone, 2 
430, 38, Male, Bachelors, 52, "connected to a bluetooth device", smartphone, noone, 2 
430, 38, Male, Bachelors, 52, " your age ", cubetastic3000, appserver, 2 
430, 38, Male, Bachelors, 52, " the language you were speaking ", cubetastic3000, friends, 2 
430, 38, Male, Bachelors, 52, " how you were feeling based on heart rate, breathing, and/or temperature ", cubetastic3000, friends, 2 
430, 38, Male, Bachelors, 52, " when you are busy or interruptible ", cubetastic3000, appserver, 3 
430, 38, Male, Bachelors, 52, " what television shows you watch ", cubetastic3000, public, 4 
430, 38, Male, Bachelors, 52, " what websites you go to ", cubetastic3000, appserver, 5 
1945, 24, Male, Bachelors, 39, "vibration", smartphone, noone, 3 
1945, 24, Male, Bachelors, 39, "took screenshots while using other apps", smartphone, noone, 4 
1945, 24, Male, Bachelors, 39, " your age ", cubetastic3000, friends, 1 
1945, 24, Male, Bachelors, 39, " copied and uploaded music from your device ", cubetastic3000, appserver, 4 
1945, 24, Male, Bachelors, 39, " recorded your phone conversations ", cubetastic3000, appserver, 5 
1945, 24, Male, Bachelors, 39, " a photo of you unclothed ", cubetastic3000, work, 5 
1945, 24, Male, Bachelors, 39, " shared videos you downloaded on the internet saved on your device ", cubetastic3000, appserver, 4 
1945, 24, Male, Bachelors, 39, " your username and password for websites ", cubetastic3000, appserver, 3 
1421, 51, Female, Bachelors, 51, "unmuted a call", smartphone, noone, 4 
1421, 51, Female, Bachelors, 51, "sent premium texts or calls", smartphone, noone, 4 
1421, 51, Female, Bachelors, 51, " your age ", cubetastic3000, appserver, 1 
1421, 51, Female, Bachelors, 51, " the language you were speaking ", cubetastic3000, work, 1 
1421, 51, Female, Bachelors, 51, " photos of you (with an inward-facing camera) at random ", cubetastic3000, public, 5 
1421, 51, Female, Bachelors, 51, " videos at work (with an outward-facing camera) ", cubetastic3000, work, 5 
1421, 51, Female, Bachelors, 51, " where you are currently going (by observing maps, etc.) ", cubetastic3000, friends, 5 
1421, 51, Female, Bachelors, 51, " how much you use your computer ", cubetastic3000, public, 5 
792, 29, Male, Bachelors, 66, "unmuted a call", smartphone, noone, 5 
792, 29, Male, Bachelors, 66, "sent premium texts or calls", smartphone, noone, 5 
792, 29, Male, Bachelors, 66, " when you were lying, nervous, or stressed ", cubetastic3000, appserver, 5 
792, 29, Male, Bachelors, 66, " shared photos others sent to you saved on your device ", cubetastic3000, friends, 5 
792, 29, Male, Bachelors, 66, " an incriminating photo of you doing something embarrassing ", cubetastic3000, friends, 5 
792, 29, Male, Bachelors, 66, " a photo of you intoxicated ", cubetastic3000, appserver, 5 
792, 29, Male, Bachelors, 66, " where you are (like a GPS) ", cubetastic3000, work, 4 
792, 29, Male, Bachelors, 66, " when and how much you spend time alone ", cubetastic3000, friends, 4 
1518, 23, Male, Bachelors, 48, "took screenshots while using other apps", smartphone, noone, 4 
1518, 23, Male, Bachelors, 48, "sent premium texts or calls", smartphone, noone, 5 
1518, 23, Male, Bachelors, 48, "unmuted a call", cubetastic3000, noone, 5 
1518, 23, Male, Bachelors, 48, " how you were feeling based on heart rate, breathing, and/or temperature ", cubetastic3000, work, 5 
1518, 23, Male, Bachelors, 48, " shared photos others sent to you saved on your device ", cubetastic3000, appserver, 5 
1518, 23, Male, Bachelors, 48, " where you work somehow (looking at your map settings or history or observing documents and commutes) ", cubetastic3000, friends, 5 
1518, 23, Male, Bachelors, 48, " what television shows you watch ", cubetastic3000, friends, 5 
1518, 23, Male, Bachelors, 48, " your social security number ", cubetastic3000, public, 5 
121, 34, Male, Masters, 65, "vibration", smartphone, noone, 2 
121, 34, Male, Masters, 65, "sent premium texts or calls", smartphone, noone, 5 
121, 34, Male, Masters, 65, " your gender ", cubetastic3000, appserver, 1 
121, 34, Male, Masters, 65, " when you are sick or healthy ", cubetastic3000, work, 5 
121, 34, Male, Masters, 65, " what medical conditions you have ", cubetastic3000, friends, 5 
121, 34, Male, Masters, 65, " how close you are to other people you interact with ", cubetastic3000, appserver, 4 
121, 34, Male, Masters, 65, " shared videos you downloaded on the internet saved on your device ", cubetastic3000, appserver, 5 
121, 34, Male, Masters, 65, " what medication you take ", cubetastic3000, appserver, 4 
485, 27, Male, Somecollege, 48, "unmuted a call", smartphone, noone, 4 
485, 27, Male, Somecollege, 48, "took screenshots while using other apps", smartphone, noone, 5 
485, 27, Male, Somecollege, 48, " the language you were speaking ", cubetastic3000, friends, 2 
485, 27, Male, Somecollege, 48, " when you are sick or healthy ", cubetastic3000, public, 4 
485, 27, Male, Somecollege, 48, " photos of people (with an outward-facing camera) at random ", cubetastic3000, appserver, 4 
485, 27, Male, Somecollege, 48, " videos of you (with an inward-facing camera) at home ", cubetastic3000, public, 3 
485, 27, Male, Somecollege, 48, " your credit card information ", cubetastic3000, work, 5 
485, 27, Male, Somecollege, 48, " how much money you have ", cubetastic3000, appserver, 5 
1858, 23, Female, Bachelors, 62, "unmuted a call", smartphone, noone, 3 
1858, 23, Female, Bachelors, 62, "sent premium texts or calls", smartphone, noone, 5 
1858, 23, Female, Bachelors, 62, " recorded your passing conversations ", cubetastic3000, work, 5 
1858, 23, Female, Bachelors, 62, " an incriminating video of you doing something embarrassing ", cubetastic3000, work, 5 
1858, 23, Female, Bachelors, 62, " an incriminating video of you doing something embarrassing ", cubetastic3000, public, 5 
1858, 23, Female, Bachelors, 62, " a video of you entering in a digital passcode to a locked door ", cubetastic3000, work, 5 
1858, 23, Female, Bachelors, 62, " your username for websites ", cubetastic3000, appserver, 4 
413, 26, Male, Somecollege, 49, "vibration", smartphone, noone, 4 
413, 26, Male, Somecollege, 49, "took screenshots while using other apps", smartphone, noone, 5 
413, 26, Male, Somecollege, 49, " how you were feeling based on heart rate, breathing, and/or temperature ", cubetastic3000, appserver, 5 
413, 26, Male, Somecollege, 49, " when, how much, and what you are eating ", cubetastic3000, public, 5 
413, 26, Male, Somecollege, 49, " what medical conditions you have ", cubetastic3000, work, 5 
413, 26, Male, Somecollege, 49, " recorded your work conversations ", cubetastic3000, work, 5 
413, 26, Male, Somecollege, 49, " your credit card information ", cubetastic3000, work, 5 
413, 26, Male, Somecollege, 49, " how much money you have ", cubetastic3000, friends, 5 
1327, 27, Female, Bachelors, 65, "vibration", smartphone, noone, 4 
1327, 27, Female, Bachelors, 65, "connected to a bluetooth device", smartphone, noone, 5 
1327, 27, Female, Bachelors, 65, "sent premium texts or calls", cubetastic3000, noone, 5 
1327, 27, Female, Bachelors, 65, " what medical conditions you have ", cubetastic3000, friends, 5 
1327, 27, Female, Bachelors, 65, " a video of you unclothed ", cubetastic3000, friends, 5 
1327, 27, Female, Bachelors, 65, " what medication you take ", cubetastic3000, friends, 5 
1296, 36, Male, Bachelors, 68, "vibration", smartphone, noone, 3 
1296, 36, Male, Bachelors, 68, "took screenshots while using other apps", smartphone, noone, 3 
1296, 36, Male, Bachelors, 68, " scanned your eye to learn your eye patterns (for eye tracking) ", cubetastic3000, work, 5 
1296, 36, Male, Bachelors, 68, " shared photos you which are already on your device ", cubetastic3000, work, 5 
1296, 36, Male, Bachelors, 68, " shared videos you which are already on your device ", cubetastic3000, public, 5 
1296, 36, Male, Bachelors, 68, " videos of you (with an inward-facing camera) at random ", cubetastic3000, appserver, 3 
1296, 36, Male, Bachelors, 68, " where you are very accurately (more than GPS, like where you are in a room) ", cubetastic3000, friends, 5 
1296, 36, Male, Bachelors, 68, " how much money you have ", cubetastic3000, appserver, 3 
1700, 49, Female, Bachelors, 58, "vibration", smartphone, noone, 1 
1700, 49, Female, Bachelors, 58, "connected to a bluetooth device", smartphone, noone, 1 
1700, 49, Female, Bachelors, 58, " who you were spending time with ", cubetastic3000, public, 4 
1700, 49, Female, Bachelors, 58, " photos of people (with an outward-facing camera) at random ", cubetastic3000, work, 4 
1700, 49, Female, Bachelors, 58, " photos of you (with an inward-facing camera) at home ", cubetastic3000, work, 4 
1700, 49, Female, Bachelors, 58, " your address ", cubetastic3000, appserver, 2 
1700, 49, Female, Bachelors, 58, " your bank account information ", cubetastic3000, friends, 4 
1700, 49, Female, Bachelors, 58, " how much money you have ", cubetastic3000, appserver, 4 
661, 31, Male, Bachelors, 53, "took screenshots while using other apps", smartphone, noone, 3 
661, 31, Male, Bachelors, 53, "sent premium texts or calls", smartphone, noone, 5 
661, 31, Male, Bachelors, 53, " your fingerprint somehow ", cubetastic3000, work, 5 
661, 31, Male, Bachelors, 53, " what medical conditions you have ", cubetastic3000, appserver, 3 
661, 31, Male, Bachelors, 53, " recorded your phone conversations ", cubetastic3000, appserver, 5 
661, 31, Male, Bachelors, 53, " recorded you talking to yourself (making voice notes) ", cubetastic3000, friends, 5 
661, 31, Male, Bachelors, 53, " shared photos you which are already on your device ", cubetastic3000, friends, 5 
661, 31, Male, Bachelors, 53, " how much debt you have ", cubetastic3000, public, 5 
1377, 39, Female, Somecollege, 63, "unmuted a call", smartphone, noone, 5 
1377, 39, Female, Somecollege, 63, "sent premium texts or calls", smartphone, noone, 5 
1377, 39, Female, Somecollege, 63, " who you were spending time with ", cubetastic3000, work, 5 
1377, 39, Female, Somecollege, 63, " recorded the sound around you ", cubetastic3000, work, 3 
1377, 39, Female, Somecollege, 63, " photos at work (with an outward-facing camera) ", cubetastic3000, friends, 5 
1377, 39, Female, Somecollege, 63, " shared videos you downloaded on the internet saved on your device ", cubetastic3000, work, 5 
1377, 39, Female, Somecollege, 63, " a video of you entering in your PIN at an ATM ", cubetastic3000, work, 5 
1377, 39, Female, Somecollege, 63, " where you are currently going (by observing maps, etc.) ", cubetastic3000, appserver, 5 
1416, 24, Female, Bachelors, 63, "connected to a bluetooth device", smartphone, noone, 5 
1416, 24, Female, Bachelors, 63, "unmuted a call", smartphone, noone, 5 
1416, 24, Female, Bachelors, 63, " photos of you (with an inward-facing camera) at random ", cubetastic3000, appserver, 4 
1416, 24, Female, Bachelors, 63, " shared videos you which are already on your device ", cubetastic3000, work, 5 
1416, 24, Female, Bachelors, 63, " how much you use your phone ", cubetastic3000, appserver, 3 
1416, 24, Female, Bachelors, 63, " what television shows you watch ", cubetastic3000, friends, 5 
1416, 24, Female, Bachelors, 63, " your username for websites ", cubetastic3000, friends, 5 
1416, 24, Female, Bachelors, 63, " your credit card information ", cubetastic3000, friends, 5 
470, 23, Male, Somecollege, 66, "vibration", smartphone, noone, 2 
470, 23, Male, Somecollege, 66, "unmuted a call", smartphone, noone, 5 
470, 23, Male, Somecollege, 66, " a photo of you intoxicated ", cubetastic3000, friends, 5 
470, 23, Male, Somecollege, 66, " a video of you unclothed ", cubetastic3000, friends, 5 
470, 23, Male, Somecollege, 66, " what products you buy ", cubetastic3000, friends, 4 
470, 23, Male, Somecollege, 66, " what products you buy ", cubetastic3000, work, 4 
470, 23, Male, Somecollege, 66, " what products you buy ", cubetastic3000, appserver, 3 
470, 23, Male, Somecollege, 66, " your social security number ", cubetastic3000, friends, 5 
119, 19, Female, Somecollege, 52, "vibration", smartphone, noone, 1 
119, 19, Female, Somecollege, 52, "connected to a bluetooth device", smartphone, noone, 2 
119, 19, Female, Somecollege, 52, " when, how, and how much you exercise ", cubetastic3000, friends, 4 
119, 19, Female, Somecollege, 52, " when, how, and how much you exercise ", cubetastic3000, public, 4 
119, 19, Female, Somecollege, 52, " copied and uploaded audio recordings you made on your device ", cubetastic3000, public, 5 
119, 19, Female, Somecollege, 52, " a video of you entering in a digital passcode to a locked door ", cubetastic3000, appserver, 5 
119, 19, Female, Somecollege, 52, " your bank account information ", cubetastic3000, appserver, 5 
547, 34, Female, Highschool, 70, "vibration", smartphone, noone, 4 
547, 34, Female, Highschool, 70, "unmuted a call", smartphone, noone, 5 
547, 34, Female, Highschool, 70, " the language you were speaking ", cubetastic3000, public, 1 
547, 34, Female, Highschool, 70, " when, how much, and what you are eating ", cubetastic3000, appserver, 3 
547, 34, Female, Highschool, 70, " recorded you talking to yourself (making voice notes) ", cubetastic3000, appserver, 3 
547, 34, Female, Highschool, 70, " photos of people (with an outward-facing camera) at random ", cubetastic3000, work, 5 
547, 34, Female, Highschool, 70, " a video of you entering in your PIN at an ATM ", cubetastic3000, work, 5 
507, 25, Female, Bachelors, 70, "connected to a bluetooth device", smartphone, noone, 2 
507, 25, Female, Bachelors, 70, "sent premium texts or calls", smartphone, noone, 5 
507, 25, Female, Bachelors, 70, " your gender ", cubetastic3000, appserver, 1 
507, 25, Female, Bachelors, 70, " recorded your work conversations ", cubetastic3000, friends, 5 
507, 25, Female, Bachelors, 70, " a video of you entering in your PIN at an ATM ", cubetastic3000, friends, 5 
507, 25, Female, Bachelors, 70, " your username and password for websites ", cubetastic3000, work, 5 
507, 25, Female, Bachelors, 70, " your bank account information ", cubetastic3000, friends, 5 
507, 25, Female, Bachelors, 70, " how much money you have ", cubetastic3000, appserver, 5 
2216, 35, Female, Somecollege, 64, "connected to a bluetooth device", smartphone, noone, 1 
2216, 35, Female, Somecollege, 64, "took screenshots while using other apps", smartphone, noone, 3 
2216, 35, Female, Somecollege, 64, " scanned your eye to learn your eye patterns (for eye tracking) ", cubetastic3000, public, 5 
2216, 35, Female, Somecollege, 64, " recorded you talking to yourself (making voice notes) ", cubetastic3000, appserver, 4 
2216, 35, Female, Somecollege, 64, " shared videos you downloaded on the internet saved on your device ", cubetastic3000, friends, 5 
2216, 35, Female, Somecollege, 64, " videos of you (with an inward-facing camera) at home ", cubetastic3000, appserver, 4 
2216, 35, Female, Somecollege, 64, " what television shows you watch ", cubetastic3000, public, 5 
2216, 35, Female, Somecollege, 64, " your address ", cubetastic3000, friends, 4 
943, 45, Male, Bachelors, 69, "vibration", smartphone, noone, 1 
943, 45, Male, Bachelors, 69, "unmuted a call", smartphone, noone, 5 
943, 45, Male, Bachelors, 69, "unmuted a call", cubetastic3000, noone, 5 
943, 45, Male, Bachelors, 69, "took screenshots while using other apps", cubetastic3000, noone, 5 
943, 45, Male, Bachelors, 69, " when and how well you are sleeping ", cubetastic3000, friends, 5 
943, 45, Male, Bachelors, 69, " copied and uploaded music from your device ", cubetastic3000, public, 5 
943, 45, Male, Bachelors, 69, " a video of you unclothed ", cubetastic3000, public, 5 
943, 45, Male, Bachelors, 69, " a video of you off-guard ", cubetastic3000, public, 5 
2142, 28, Female, Somecollege, 64, "connected to a bluetooth device", smartphone, noone, 4 
2142, 28, Female, Somecollege, 64, "unmuted a call", smartphone, noone, 5 
2142, 28, Female, Somecollege, 64, " your fingerprint somehow ", cubetastic3000, work, 5 
2142, 28, Female, Somecollege, 64, " when and how much you have sex ", cubetastic3000, public, 5 
2142, 28, Female, Somecollege, 64, " who you were spending time with ", cubetastic3000, work, 5 
2142, 28, Female, Somecollege, 64, " recorded the sound around you ", cubetastic3000, work, 5 
2142, 28, Female, Somecollege, 64, " recorded the sound around you ", cubetastic3000, public, 5 
2142, 28, Female, Somecollege, 64, " photos of people (with an outward-facing camera) at random ", cubetastic3000, appserver, 5 
1888, 34, Male, Bachelors, 62, "unmuted a call", smartphone, noone, 5 
1888, 34, Male, Bachelors, 62, "sent premium texts or calls", smartphone, noone, 5 
1888, 34, Male, Bachelors, 62, " the language you were speaking ", cubetastic3000, work, 5 
1888, 34, Male, Bachelors, 62, " when, how, and how much you exercise ", cubetastic3000, work, 5 
1888, 34, Male, Bachelors, 62, " what medical conditions you have ", cubetastic3000, work, 5 
1888, 34, Male, Bachelors, 62, " who you were spending time with ", cubetastic3000, friends, 5 
1888, 34, Male, Bachelors, 62, " videos of you (with an inward-facing camera) at random ", cubetastic3000, appserver, 4 
1888, 34, Male, Bachelors, 62, " your social security number ", cubetastic3000, public, 5 
1940, 25, Female, Bachelors, 66, "connected to a bluetooth device", smartphone, noone, 3 
1940, 25, Female, Bachelors, 66, "unmuted a call", smartphone, noone, 3 
1940, 25, Female, Bachelors, 66, "connected to a bluetooth device", cubetastic3000, noone, 3 
1940, 25, Female, Bachelors, 66, " the language you were speaking ", cubetastic3000, appserver, 1 
1940, 25, Female, Bachelors, 66, " a photo of you off-guard ", cubetastic3000, public, 5 
1940, 25, Female, Bachelors, 66, " a video of you unclothed ", cubetastic3000, appserver, 5 
1940, 25, Female, Bachelors, 66, " where you live somehow (looking at your map settings or history or observing documents and commutes) ", cubetastic3000, appserver, 4 
1940, 25, Female, Bachelors, 66, " your social security number ", cubetastic3000, public, 5 
1326, 37, Male, Masters, 61, "vibration", smartphone, noone, 3 
1326, 37, Male, Masters, 61, "unmuted a call", smartphone, noone, 5 
1326, 37, Male, Masters, 61, " when you were happy or having fun ", cubetastic3000, friends, 2 
1326, 37, Male, Masters, 61, " recorded the sound around you ", cubetastic3000, appserver, 3 
1326, 37, Male, Masters, 61, " photos of you (with an inward-facing camera) at random ", cubetastic3000, appserver, 5 
1326, 37, Male, Masters, 61, " videos of people (with an outward-facing camera) at random ", cubetastic3000, friends, 5 
1326, 37, Male, Masters, 61, " an incriminating video of you doing something embarrassing ", cubetastic3000, friends, 5 
1326, 37, Male, Masters, 61, " how much debt you have ", cubetastic3000, friends, 5 
1351, 27, Male, Bachelors, 55, "connected to a bluetooth device", smartphone, noone, 3 
1351, 27, Male, Bachelors, 55, "sent premium texts or calls", smartphone, noone, 5 
1351, 27, Male, Bachelors, 55, " when and how much you have sex ", cubetastic3000, friends, 4 
1351, 27, Male, Bachelors, 55, " who you were spending time with ", cubetastic3000, work, 5 
1351, 27, Male, Bachelors, 55, " shared photos you downloaded from the internet saved on your device ", cubetastic3000, appserver, 4 
1351, 27, Male, Bachelors, 55, " a video of you unclothed ", cubetastic3000, appserver, 4 
1351, 27, Male, Bachelors, 55, " where you are (like a GPS) ", cubetastic3000, public, 5 
1351, 27, Male, Bachelors, 55, " where you are currently going (by observing maps, etc.) ", cubetastic3000, appserver, 5 
740, 28, Male, Masters, 51, "vibration", smartphone, noone, 1 
740, 28, Male, Masters, 51, "sent premium texts or calls", smartphone, noone, 5 
740, 28, Male, Masters, 51, " how close you are to other people you interact with ", cubetastic3000, appserver, 4 
740, 28, Male, Masters, 51, " copied and uploaded sounds saved on your device (notification noises, etc.) ", cubetastic3000, public, 5 
740, 28, Male, Masters, 51, " videos of you (with an inward-facing camera) at random ", cubetastic3000, friends, 5 
740, 28, Male, Masters, 51, " a video of you entering in a digital passcode to a locked door ", cubetastic3000, work, 5 
740, 28, Male, Masters, 51, " where you live somehow (looking at your map settings or history or observing documents and commutes) ", cubetastic3000, public, 5 
740, 28, Male, Masters, 51, " your name ", cubetastic3000, work, 5 
706, 22, Male, Somecollege, 59, "took screenshots while using other apps", smartphone, noone, 5 
706, 22, Male, Somecollege, 59, "sent premium texts or calls", smartphone, noone, 5 
706, 22, Male, Somecollege, 59, " when and how well you are sleeping ", cubetastic3000, work, 5 
706, 22, Male, Somecollege, 59, " recorded your work conversations ", cubetastic3000, work, 5 
706, 22, Male, Somecollege, 59, " a picture of your signature ", cubetastic3000, appserver, 5 
706, 22, Male, Somecollege, 59, " your credit card information ", cubetastic3000, public, 5 
706, 22, Male, Somecollege, 59, " how much debt you have ", cubetastic3000, appserver, 4 
1921, 43, Male, Bachelors, 61, "unmuted a call", smartphone, noone, 5 
1921, 43, Male, Bachelors, 61, "sent premium texts or calls", smartphone, noone, 5 
1921, 43, Male, Bachelors, 61, " recorded the sound around you ", cubetastic3000, public, 5 
1921, 43, Male, Bachelors, 61, " a video of you unclothed ", cubetastic3000, work, 5 
1921, 43, Male, Bachelors, 61, " where you live somehow (looking at your map settings or history or observing documents and commutes) ", cubetastic3000, friends, 5 
1921, 43, Male, Bachelors, 61, " your address ", cubetastic3000, appserver, 4 
1921, 43, Male, Bachelors, 61, " your username for websites ", cubetastic3000, friends, 5 
1921, 43, Male, Bachelors, 61, " how much debt you have ", cubetastic3000, appserver, 5 
1723, 32, Male, Highschool, 68, "took screenshots while using other apps", smartphone, noone, 5 
1723, 32, Male, Highschool, 68, "sent premium texts or calls", smartphone, noone, 5 
1723, 32, Male, Highschool, 68, " your fingerprint somehow ", cubetastic3000, public, 5 
1723, 32, Male, Highschool, 68, " when and how much you have sex ", cubetastic3000, friends, 5 
1723, 32, Male, Highschool, 68, " copied and uploaded audio recordings you made on your device ", cubetastic3000, friends, 5 
1723, 32, Male, Highschool, 68, " photos of you (with an inward-facing camera) at random ", cubetastic3000, appserver, 4 
1723, 32, Male, Highschool, 68, " a photo of you intoxicated ", cubetastic3000, friends, 5 
1723, 32, Male, Highschool, 68, " videos of you (with an inward-facing camera) at random ", cubetastic3000, work, 5 
1082, 42, Female, Highschool, 66, "unmuted a call", smartphone, noone, 4 
1082, 42, Female, Highschool, 66, "sent premium texts or calls", smartphone, noone, 5 
1082, 42, Female, Highschool, 66, " your age ", cubetastic3000, appserver, 4 
1082, 42, Female, Highschool, 66, " what medical conditions you have ", cubetastic3000, friends, 5 
1082, 42, Female, Highschool, 66, " shared photos others sent to you saved on your device ", cubetastic3000, public, 5 
1082, 42, Female, Highschool, 66, " photos at work (with an outward-facing camera) ", cubetastic3000, friends, 5 
1082, 42, Female, Highschool, 66, " what products you buy ", cubetastic3000, public, 3 
1082, 42, Female, Highschool, 66, " your username and password for websites ", cubetastic3000, public, 5 
1671, 39, Male, Somecollege, 70, "connected to a bluetooth device", smartphone, noone, 4 
1671, 39, Male, Somecollege, 70, "unmuted a call", smartphone, noone, 5 
1671, 39, Male, Somecollege, 70, " who you were spending time with ", cubetastic3000, work, 5 
1671, 39, Male, Somecollege, 70, " an incriminating video of you doing something embarrassing ", cubetastic3000, friends, 5 
1671, 39, Male, Somecollege, 70, " how much you use your phone ", cubetastic3000, appserver, 5 
1671, 39, Male, Somecollege, 70, " what medication you take ", cubetastic3000, appserver, 5 
1671, 39, Male, Somecollege, 70, " what products you buy ", cubetastic3000, friends, 5 
1671, 39, Male, Somecollege, 70, " your credit card information ", cubetastic3000, work, 5 
2065, 30, Female, Somecollege, 59, "connected to a bluetooth device", smartphone, noone, 3 
2065, 30, Female, Somecollege, 59, "took screenshots while using other apps", smartphone, noone, 4 
2065, 30, Female, Somecollege, 59, " who you were spending time with ", cubetastic3000, appserver, 3 
2065, 30, Female, Somecollege, 59, " photos of you (with an inward-facing camera) at random ", cubetastic3000, friends, 5 
2065, 30, Female, Somecollege, 59, " an incriminating photo of you doing something embarrassing ", cubetastic3000, friends, 5 
2065, 30, Female, Somecollege, 59, " shared videos others sent you saved on your device ", cubetastic3000, appserver, 4 
2065, 30, Female, Somecollege, 59, " videos of people (with an outward-facing camera) at random ", cubetastic3000, friends, 5 
2065, 30, Female, Somecollege, 59, " your username and password for websites ", cubetastic3000, friends, 5 
1021, 33, Male, Somecollege, 60, "vibration", smartphone, noone, 2 
1021, 33, Male, Somecollege, 60, "sent premium texts or calls", smartphone, noone, 5 
1021, 33, Male, Somecollege, 60, " who you were spending time with ", cubetastic3000, friends, 5 
1021, 33, Male, Somecollege, 60, " how close you are to other people you interact with ", cubetastic3000, friends, 5 
1021, 33, Male, Somecollege, 60, " when you are busy or interruptible ", cubetastic3000, appserver, 3 
1021, 33, Male, Somecollege, 60, " recorded your work conversations ", cubetastic3000, work, 5 
